"FIPS","State","County","X","Y","2012","2013","2014","2015","2016"
48153,"Texas","Floyd County",-485562.7542,1236610.187,"39.8","51.2","53.7","48.9","56.6"
48155,"Texas","Foard County",-346421.322,1219048.761,"51.3","46.6","56.1","65.6","68.5"
48157,"Texas","Fort Bend County",22208.58992,716991.8718,"38.9","71.8","72.2","72.7","73.2"
48159,"Texas","Franklin County",72364.50283,1123146.226,"51.4","55.2","55.2","51.5","51.1"
48161,"Texas","Freestone County",-14061.30345,958890.4528,"32.2","44.9","46.2","49.9","48.7"
48163,"Texas","Frio County",-303611.4456,648863.0189,"38.9","30","28.5","31.1","32.9"
48165,"Texas","Gaines County",-617736.7898,1095971.604,"69.1","34.1","30.7","32.1","32"
48167,"Texas","Galveston County",100981.1827,702239.0095,"56.5","62.4","63.3","62.9","63.6"
48169,"Texas","Garza County",-490684.8987,1137041.262,"49.9","30.1","24.9","28.4","26.8"
48171,"Texas","Gillespie County",-282875.2602,809110.2765,"38.3","54","53.8","58","60.2"
48173,"Texas","Glasscock County",-519738.6193,992346.8761,"38","73.2","44.8","47.3","48.6"
48175,"Texas","Goliad County",-139702.7055,621651.5696,"45.6","56.3","56.1","63.7","60.7"
48177,"Texas","Gonzales County",-144813.8662,710241.9405,"73","36.3","38.3","39.6","42.2"
48179,"Texas","Gray County",-433194.4878,1382641.693,"39.8","44.6","48.7","48.7","50.7"
48181,"Texas","Grayson County",-62435.18733,1173524.925,"50.4","54.7","54.6","55.7","56.2"
48183,"Texas","Gregg County",110603.9819,1045985.443,"54.1","54.7","54.2","54.9","54.4"
48185,"Texas","Grimes County",1387.057181,829724.8269,"63.5","32.2","34.8","36.7","39.2"
48187,"Texas","Guadalupe County",-188739.9578,725080.3609,"53","60.4","63.5","62.7","62.7"
48189,"Texas","Hale County",-533464.3002,1239213.649,"51","43.9","41.9","41.4","43.1"
48191,"Texas","Hall County",-426157.2937,1284810.593,"46.5","41.9","40.2","46.5","45.5"
48193,"Texas","Hamilton County",-199234.7007,961114.0627,"60.1","54.5","50.4","52.4","52.5"
48195,"Texas","Hansford County",-476370.9236,1483243.633,"60.1","46.5","42.2","44.9","46.3"
48197,"Texas","Hardeman County",-342073.4682,1254162.835,"44.2","33.4","39.4","36","33.1"
48199,"Texas","Hardin County",154523.9725,807576.6117,"71.3","53","53.3","56.5","56.7"
48201,"Texas","Harris County",58635.65531,753761.0836,"44.3","54.3","55.6","56.1","57"
48203,"Texas","Harrison County",152138.513,1054224.785,"36.6","51.9","52.6","52.2","53.3"
48205,"Texas","Hartley County",-590665.7994,1441428.922,"40.5","42.5","40.3","37.2","37.5"
48207,"Texas","Haskell County",-345565.0079,1129978.658,"75.8","45.8","51.5","40.9","46.9"
48209,"Texas","Hays County",-195597.1012,777913.5928,"65.8","67","68","68.6","68.6"
48211,"Texas","Hemphill County",-382198.3721,1429159.6,"51.2","51","41.8","47.5","53"
48213,"Texas","Henderson County",13719.21272,1015487.959,"72.9","47.9","46.4","47.2","47.2"
48215,"Texas","Hidalgo County",-219365.8249,373818.4965,"44.9","41.6","43.3","44.5","45.3"
48217,"Texas","Hill County",-106460.3465,991375.989,"79","47.8","49.3","49.1","49.1"
48219,"Texas","Hockley County",-584118.1806,1190661.967,"66.8","57","58.1","55.4","54.8"
48221,"Texas","Hood County",-171368.89,1041374.8,"54.4","55.5","56","57.4","55.9"
48223,"Texas","Hopkins County",40378.23231,1120070.279,"45.7","47.5","46.2","48","48.8"
48225,"Texas","Houston County",54792.74109,915968.7176,"74.3","38","42.6","44.6","43.3"
48227,"Texas","Howard County",-508951.2183,1040478.111,"76.8","42","42.4","42.2","45.6"
48229,"Texas","Hudspeth County",-887263.3211,975024.4929,"58.4","27.8","26.5","25.4","22.2"
48231,"Texas","Hunt County",-7944.672957,1117079.176,"71.5","47.5","48.6","50.3","51.3"
48233,"Texas","Hutchinson County",-479136.7021,1434344.054,"42.6","51.2","54.8","56.9","57.7"
48235,"Texas","Irion County",-472408.0772,926657.2628,"33.3","33.1","38","38.6","57.2"
48237,"Texas","Jack County",-201174.252,1131688.959,"32","43.6","39.2","38.7","36.9"
48239,"Texas","Jackson County",-56351.3882,653581.2985,"77.1","55.6","57.5","56.9","55.8"
48241,"Texas","Jasper County",188532.2701,854003.3502,"26.2","43.9","47.2","43.8","43.8"
48243,"Texas","Jeff Davis County",-776812.0678,882149.153,"35.9","49.7","38.6","40.8","42.8"
48245,"Texas","Jefferson County",177294.0906,758141.2858,"50.7","51.2","53","51.3","51"
48247,"Texas","Jim Hogg County",-269213.4295,446308.9932,"47.4","28.2","37.2","52.9","53.2"
48249,"Texas","Jim Wells County",-206962.2813,520538.4941,"28.2","40.7","45.2","46.4","45.6"
48251,"Texas","Johnson County",-127874.7659,1034927.047,"35.2","48.1","49.1","51.7","51.6"
48253,"Texas","Jones County",-361293.8508,1081676.016,"27.4","32.1","28.4","29.7","29.6"
48255,"Texas","Karnes County",-181587.9751,649865.2,"38.4","32.4","33.2","36","38.8"
48257,"Texas","Kaufman County",-26861.48412,1058592.746,"39.3","55.3","56.7","56.6","57.4"
48259,"Texas","Kendall County",-261475.0566,766976.2139,"39.7","70.2","68","66.6","67.4"
48261,"Texas","Kenedy County",-169726.5066,431461.7545,"32.6","76.7","70.1","53.4","50"
48263,"Texas","Kent County",-442533.4141,1134636.26,"37.1","43.5","62.6","68.9","75.2"
48265,"Texas","Kerr County",-322481.0864,781872.9865,"49.9","53.4","56","57.1","57.1"
48267,"Texas","Kimble County",-359065.6894,830538.5799,"46.9","46.9","49.4","50","57.5"
48269,"Texas","King County",-392019.1387,1180911.524,"28.5","55.6","36.7","26.7","37.5"
48271,"Texas","Kinney County",-429007.825,707306.3415,"26.7","31.7","32.3","31.3","32.8"
48273,"Texas","Kleberg County",-171334.2857,486793.5898,"45.7","63.5","64.5","63.1","63"
48275,"Texas","Knox County",-344702.7803,1177758.842,"46.2","48.6","49.1","47.7","48.6"
48277,"Texas","Lamar County",39501.95268,1177874.709,"48.1","52.8","53.2","53.1","55.9"
48279,"Texas","Lamb County",-581458.2523,1242085.854,"45.4","44.5","45.9","43.1","45"
48281,"Texas","Lampasas County",-212896.1881,904825.9751,"48.9","56.3","55.1","60.6","61.1"
48283,"Texas","La Salle County",-304640.2041,591002.5492,"29.4","28.5","30.9","30.7","34.8"
48285,"Texas","Lavaca County",-90321.28009,701508.1339,"50.3","50.3","51.7","54.2","53.5"
48287,"Texas","Lee County",-92750.40795,804344.4413,"38.1","43.5","43.2","45.1","47.3"
48289,"Texas","Leon County",387.2666436,913429.5414,"40","45.4","48.5","51.1","52.6"
48291,"Texas","Liberty County",114285.5025,786920.5589,"18.3","41.9","39.9","40.7","40.7"
48293,"Texas","Limestone County",-54916.63291,941329.1995,"31.2","43.9","43.7","43.7","40.2"
48295,"Texas","Lipscomb County",-380246.3648,1478398.95,"36.2","44.7","46.6","50.4","45.6"
48297,"Texas","Live Oak County",-208858.9511,589107.6558,"42.6","44.2","44.2","47.6","49.7"
48299,"Texas","Llano County",-256467.9925,851396.068,"27.5","55.9","50.1","53.8","53.2"
48301,"Texas","Loving County",-713398.2533,1003451.278,"36","0","2.6","2.8","2.7"
48303,"Texas","Lubbock County",-536033.7055,1187845.728,"34.3","62.6","63.3","64.5","64.7"
48305,"Texas","Lynn County",-538609.0861,1139498.693,"31.6","45","49.8","50.8","50.8"
48307,"Texas","Mcculloch County",-317878.621,908180.9055,"80","36.2","42.1","41.4","43.4"
48309,"Texas","Mclennan County",-113684.5191,942674.7005,"46.1","55.6","57.2","57.6","59"
48311,"Texas","Mcmullen County",-252395.6125,590330.1151,"24.7","32.1","44.2","50","51.6"
48313,"Texas","Madison County",6910.503612,876631.4759,"55.3","36.8","41.9","39.7","35.6"
48315,"Texas","Marion County",152927.0315,1082118.743,"46.2","48.9","51.7","54.1","54.8"
48317,"Texas","Martin County",-557178.4496,1043347.382,"60","40.4","36","35.9","40.4"
48319,"Texas","Mason County",-308194.5748,854328.3616,"39.4","44.6","55.4","62.2","62.5"
48321,"Texas","Matagorda County",-1142.271478,638727.7934,"63","44.5","44.6","41.2","41.7"
48323,"Texas","Maverick County",-422018.2516,639604.5136,"54.7","44.2","44.9","44.4","46.2"
48325,"Texas","Medina County",-302068.1812,702861.7356,"43.5","52.5","54.2","52.9","53"
48327,"Texas","Menard County",-364152.9491,875575.8802,"63.3","47.6","50","51.6","55.3"
48329,"Texas","Midland County",-567766.445,995226.7811,"60.5","58.9","60.2","61.8","61.7"
48331,"Texas","Milam County",-93307.53035,857171.4673,"61.4","40.8","38.6","46.3","48.8"
48333,"Texas","Mills County",-245599.5613,938919.4684,"55.9","51.5","55.8","63.6","64.8"
48335,"Texas","Mitchell County",-460828.3893,1037853.166,"49.6","48.8","47.4","47","47.1"
48337,"Texas","Montague County",-158771.1483,1180139.92,"65.6","49.5","50.4","51.4","50"
48339,"Texas","Montgomery County",47715.96324,802829.8747,"65","61.7","62.5","62.6","63.3"
48341,"Texas","Moore County",-527267.0938,1436929.307,"49.6","43.1","43.3","42.3","42.5"
48343,"Texas","Morris County",117511.9364,1116658.129,"53.3","54.4","54.1","52.8","53.6"
48345,"Texas","Motley County",-437669.2097,1234270.126,"48.3","48","58.9","59.9","67.8"
48347,"Texas","Nacogdoches County",130801.2366,949994.966,"50.7","53.1","53.9","53.3","55.1"
48349,"Texas","Navarro County",-44462.28704,997146.8094,"56.5","43.9","45","46.5","46.9"
48351,"Texas","Newton County",215198.7551,859123.7834,"52.4","35.8","39.2","41","41.3"
48353,"Texas","Nolan County",-412635.4764,1035228.365,"56.7","53.9","52.6","50.1","53.4"
48355,"Texas","Nueces County",-159518.1211,519031.9599,"59.3","55.5","57.3","57","58.1"
48357,"Texas","Ochiltree County",-428480.9733,1480765.482,"52.1","35.5","34.7","33.8","40.2"
48359,"Texas","Oldham County",-594035.931,1392754.494,"63.6","74","72","84","77.8"
48361,"Texas","Orange County",202634.3425,785050.9942,"44.2","45.4","48","49.8","53"
48363,"Texas","Palo Pinto County",-215476.6276,1078366.845,"46.4","43.5","44","45.6","44.3"
48365,"Texas","Panola County",159010.6066,1011306.181,"55.8","48.3","47.4","50.9","52.3"
48367,"Texas","Parker County",-168086.8497,1080076.221,"50.1","59.1","60.8","62.5","63.8"
48369,"Texas","Parmer County",-617336.6779,1296273.787,"71.1","37","37.4","36.1","38.9"
48371,"Texas","Pecos County",-641333.7518,878818.7408,"58.4","30.8","30.9","37","34.2"
48373,"Texas","Polk County",111701.3258,858093.409,"62.4","38.1","40","42.8","41.5"
48375,"Texas","Potter County",-530378.7364,1388179.697,"73.9","47.1","48.3","49","49.4"
48377,"Texas","Presidio County",-793212.0688,803715.3872,"50.1","37.1","48.6","48.7","47.9"
48379,"Texas","Rains County",19208.0422,1088844.669,"52.9","41.8","42.8","46.5","49.7"
48381,"Texas","Randall County",-533687.0889,1339552.213,"48.5","71.6","72.5","71.8","73.3"
48383,"Texas","Reagan County",-523229.8466,936403.4268,"50.6","33.6","29.3","31.3","28.2"
48385,"Texas","Real County",-369042.6743,758210.8693,"67","52.5","64.2","61.5","70.5"
48387,"Texas","Red River County",87575.11221,1173054.222,"47.1","40.3","44.1","43.3","43"
48389,"Texas","Reeves County",-728749.827,945873.7566,"60.4","29.1","37.6","39","40.6"
48391,"Texas","Refugio County",-114093.5549,584628.8616,"49.9","49.6","50","47.6","48.3"
48393,"Texas","Roberts County",-430739.1074,1431531.687,"56.2","67.7","67.3","62.8","66"
48395,"Texas","Robertson County",-48858.43362,883555.3039,"45.2","40.3","38.3","35.9","41.4"
48397,"Texas","Rockwall County",-37910.8529,1091979.179,"63.8","71.3","71.2","70.7","73.5"
48399,"Texas","Runnels County",-374604.7827,980840.787,"55.2","40.8","41.8","34","36.6"
48401,"Texas","Rusk County",116277.7858,1004588.304,"55.4","45.1","45.7","45.8","43.3"
48403,"Texas","Sabine County",203558.0267,920884.0848,"60.4","39.4","41.2","38.1","38.5"
48405,"Texas","San Augustine County",173585.2707,926045.345,"52.1","27.6","28.2","47","37.9"
48407,"Texas","San Jacinto County",79709.65096,834053.9393,"63.8","33.4","35.8","38.3","39.1"
48409,"Texas","San Patricio County",-149895.8108,550254.3974,"56.3","53","56.1","55.4","54.2"
48411,"Texas","San Saba County",-267685.4382,901678.7962,"71.6","54.2","42.8","43.3","49"
48413,"Texas","Schleicher County",-432498.7869,879417.4231,"65","41.7","44.4","47.2","45.4"
48415,"Texas","Scurry County",-457828.8784,1086820.24,"44.9","46.5","48.3","51.9","52.4"
48417,"Texas","Shackelford County",-312457.7646,1079344.243,"38.7","53","53.9","53","51.5"
48419,"Texas","Shelby County",174845.2264,970357.866,"45.1","44.6","45","44.5","43.9"
48421,"Texas","Sherman County",-524244.8409,1486093.953,"46.4","47.4","47.4","45.6","41.8"
48423,"Texas","Smith County",68429.14587,1033865.315,"60.1","58.4","60.1","60.8","62.1"
48425,"Texas","Somervell County",-166418.7479,1018119.854,"62.3","63.2","57.7","58.1","54.5"
48427,"Texas","Starr County",-274835.1472,393489.9417,"60.6","36.7","32.6","30","32.6"
48429,"Texas","Stephens County",-264246.1777,1077736.385,"54.3","41.6","41.7","40.1","40.4"
48431,"Texas","Sterling County",-475718.901,985237.3326,"63.1","49.4","55.6","56","65.1"
48433,"Texas","Stonewall County",-394022.2567,1132109.292,"57.3","60.6","58.1","41.2","37.6"
48435,"Texas","Sutton County",-434602.6353,835143.3559,"63.2","42.8","44","51.8","53.2"
48437,"Texas","Swisher County",-521961.8834,1290015.52,"57.6","39.8","37.7","40.1","37.7"
48439,"Texas","Tarrant County",-120236.5876,1078603.472,"59.3","60.4","60.9","61.3","61.8"
48441,"Texas","Taylor County",-364342.7228,1032880.243,"57.8","60","61","61.7","62.7"
48443,"Texas","Terrell County",-583687.7994,812980.6576,"57.4","49.6","44.8","59.7","50.2"
48445,"Texas","Terry County",-586636.2331,1142288.435,"46.1","31.3","36.3","42.7","43.1"
48447,"Texas","Throckmorton County",-297592.2706,1128144.85,"42.1","48.8","49.2","58.2","57.2"
48449,"Texas","Titus County",95709.82148,1127999.526,"56.3","37.4","41.1","42","42.9"
48451,"Texas","Tom Green County",-422587.435,935410.6179,"64.1","53.7","53.6","54.7","54.3"
48453,"Texas","Travis County",-171003.2784,808140.1023,"67.3","70.2","70.4","70.7","71.2"
48455,"Texas","Trinity County",82196.7873,890662.3051,"57.5","30.6","31.1","35.5","37.6"
48457,"Texas","Tyler County",155025.9148,856348.7194,"67","45","43.6","46.8","44.7"
48459,"Texas","Upshur County",98655.17031,1074469.576,"60.2","51","54.7","52.9","53.9"
48461,"Texas","Upton County",-572370.4833,939686.4266,"32.4","49.2","52.2","48.5","45.6"
48463,"Texas","Uvalde County",-365345.8046,705373.2055,"48.1","44.6","49.5","48.4","53.8"
48465,"Texas","Val Verde County",-496932.4098,770920.7104,"58.9","49.4","49.3","47.7","48.4"
48467,"Texas","Van Zandt County",15250.67167,1054654.719,"72.5","43.4","44.8","47.5","48.8"
48469,"Texas","Victoria County",-94989.32072,636445.0004,"34.1","54.2","53","52.1","54.1"
48471,"Texas","Walker County",40837.72862,851521.4051,"36.6","45.1","45.7","41.8","47.8"
48473,"Texas","Waller County",1204.000125,770533.4723,"24.5","39","39.1","42.5","43.5"
48475,"Texas","Ward County",-671381.6237,962246.45,"38.2","46.3","41.8","45.1","45.4"
48477,"Texas","Washington County",-38787.13077,793266.1582,"35.5","54.2","53.6","52.9","52.3"
48479,"Texas","Webb County",-329667.8078,527388.8638,"43.2","49.6","50.5","49.5","47.2"
48481,"Texas","Wharton County",-21632.12238,689339.1107,"48.6","46.5","42.9","46.9","46.8"
48483,"Texas","Wheeler County",-384356.8399,1380341.515,"45","50.6","52.9","55.7","54.4"
48485,"Texas","Wichita County",-247902.4263,1217181.96,"37.6","54.5","55.7","56","57"
48487,"Texas","Wilbarger County",-296800.6578,1229066.405,"31.8","38.1","46.4","51.1","53.6"
48489,"Texas","Willacy County",-166516.9775,380887.6015,"45.2","33.3","31.5","34.4","34.1"
48491,"Texas","Williamson County",-153087.0547,842651.7561,"33.8","73.5","74.1","74.4","74.8"
48493,"Texas","Wilson County",-203158.5471,680063.0938,"43.1","55.9","57.1","58","58.3"
48495,"Texas","Winkler County",-663488.2603,999697.0068,"40.7","44.2","43.6","48.9","46.5"
48497,"Texas","Wise County",-153234.0198,1128712.175,"21.3","50.1","50","48.4","47.5"
48499,"Texas","Wood County",57548.71393,1079651.853,"50.5","42.4","44.1","47.4","47.3"
48501,"Texas","Yoakum County",-632172.7145,1145336.45,"64.3","40.1","45.4","52.4","51.5"
48503,"Texas","Young County",-249031.5257,1126535.458,"51.8","44.2","47.6","48.7","45.4"
48505,"Texas","Zapata County",-316382.0357,443038.0701,"40.6","25.3","30.6","30.7","37.7"
48507,"Texas","Zavala County",-367323.8797,651029.6396,"39.5","51.6","51.4","52","47.2"
49001,"Utah","Beaver County",-1483707.38,1837939.067,"49.6","43.5","49.9","56.2","57.8"
49003,"Utah","Box Elder County",-1407342.624,2184166.447,"52.2","56.5","57.2","58","58.2"
49005,"Utah","Cache County",-1294372.339,2187297.56,"49.8","72.1","72.4","73.2","72.5"
49007,"Utah","Carbon County",-1235747.584,1942598.669,"51.4","62.7","63.7","64.1","63.3"
49009,"Utah","Daggett County",-1125116.103,2066489.247,"34.7","54.5","47.2","61.5","59.4"
49011,"Utah","Davis County",-1338153.73,2111662.447,"54.7","74.7","75.3","76.4","77.1"
49013,"Utah","Duchesne County",-1211022.543,2012330.704,"48.5","48.9","50.4","53.3","54.7"
49015,"Utah","Emery County",-1256366.862,1871823.252,"62","58.1","64.2","66.6","64.4"
49017,"Utah","Garfield County",-1339939.971,1755883.426,"58","67.5","61.7","63.8","61.2"
49019,"Utah","Grand County",-1160658.527,1855867.304,"63.7","58.7","59.2","62.7","55.6"
49021,"Utah","Iron County",-1498416.489,1783798.098,"70.3","68.8","69.8","71.3","72.4"
49023,"Utah","Juab County",-1418757.98,1979516.302,"60.5","57.1","57.7","57.4","59"
49025,"Utah","Kane County",-1388847.178,1699251.297,"58.8","80.3","79.5","72.4","73"
49027,"Utah","Millard County",-1457858.383,1914778.122,"69","56.6","57.4","58.4","59.9"
49029,"Utah","Morgan County",-1292104.857,2115034.001,"66.1","64.7","65.2","70.6","73.1"
49031,"Utah","Piute County",-1389707.16,1818719.07,"58.4","50.6","46.1","47.7","44.1"
49033,"Utah","Rich County",-1255317.466,2170566.649,"61.3","67.4","64.5","67.5","66.1"
49035,"Utah","Salt Lake County",-1328776.997,2073311.003,"68.2","64.9","65.7","66.4","67"
49037,"Utah","San Juan County",-1202771.4,1708322.842,"56.2","53.9","51","53.7","55.1"
49039,"Utah","Sanpete County",-1323720.974,1925478.152,"63.4","58.6","59.3","59.5","61.4"
49041,"Utah","Sevier County",-1354522.237,1859545.927,"67.6","58.5","59.2","59.8","58.4"
49043,"Utah","Summit County",-1245148.649,2082481.786,"67.7","69.2","68","68.7","72"
49045,"Utah","Tooele County",-1432829.403,2066752.332,"58.9","64.9","64.1","65.1","62.5"
49047,"Utah","Uintah County",-1138116.763,1981876.695,"63.6","46.5","50.3","52","52.7"
49049,"Utah","Utah County",-1317807.107,2009273.985,"58.6","77.3","77.3","77.9","78"
49051,"Utah","Wasatch County",-1272327.598,2025736.979,"62.6","67.8","68","69","68.7"
49053,"Utah","Washington County",-1528721.263,1723423.576,"64.4","62.3","63.9","64.6","67.1"
49055,"Utah","Wayne County",-1285295.77,1800327.66,"63.4","58.3","63.5","62.3","64.6"
49057,"Utah","Weber County",-1316622.409,2139738.269,"58.6","57.8","59.1","59.3","59.9"
50001,"Vermont","Addison County",1808412.586,2556295.736,"64.6","60.2","62.2","61.6","64"
50003,"Vermont","Bennington County",1838659.544,2449275.467,"60.2","60.7","62.3","60.9","60.1"
50005,"Vermont","Caledonia County",1876819.026,2623329.601,"62.3","57.3","56.2","55.2","53.8"
50007,"Vermont","Chittenden County",1801606.892,2604003.227,"63","77.8","78","79.4","78.6"
50009,"Vermont","Essex County",1897554.079,2658983.331,"62.5","48","45.3","44.9","45.6"
50011,"Vermont","Franklin County",1803992.187,2650072.45,"56.3","54.3","55.3","57","59.2"
50013,"Vermont","Grand Isle County",1776265.093,2636288.745,"62.7","56.4","57","56.4","60.8"
50015,"Vermont","Lamoille County",1831549.473,2628073.027,"55.5","65.3","65.1","67.7","65.4"
50017,"Vermont","Orange County",1868323.709,2568346.078,"62.3","53.4","55.2","57.4","58.4"
50019,"Vermont","Orleans County",1855936.913,2659864.255,"57.9","47.6","49.3","50.6","51"
50021,"Vermont","Rutland County",1828543.331,2509418.815,"59.6","54.2","57.1","59","61.7"
50023,"Vermont","Washington County",1842580.514,2592608.186,"63","67.2","68","66.8","68.1"
50025,"Vermont","Windham County",1869695.705,2451839.421,"59","63.6","59.8","60.2","59.4"
50027,"Vermont","Windsor County",1863703.194,2518119.884,"72.7","63.4","65.5","66.3","64.9"
51001,"Virginia","Accomack County",1763272.516,1826266.62,"70.3","42.5","44.6","42","43.5"
51003,"Virginia","Albemarle County",1508276.716,1804173.952,"25.4","75.2","74.9","76","76.3"
51005,"Virginia","Alleghany County",1388452.804,1756142.049,"37.8","53.7","54.7","52.4","53.3"
51007,"Virginia","Amelia County",1572483.12,1737932.54,"45.6","45.6","47.4","54.1","58.6"
51009,"Virginia","Amherst County",1466190.928,1748958.493,"35.9","52.9","52.5","53","53.2"
51011,"Virginia","Appomattox County",1499577.028,1728467.534,"48.3","48.7","57.8","55.5","56.4"
51013,"Virginia","Arlington County",1613596.309,1922262.73,"39.2","87.6","87.9","88","88.3"
51015,"Virginia","Augusta County",1456078.917,1810843.496,"41.8","41.4","43.3","46.1","49.3"
51017,"Virginia","Bath County",1406203.336,1789944.572,"57.1","26.1","34.7","40","40.7"
51019,"Virginia","Bedford County",1439176.423,1711113.406,"48.2","60.5","63.1","66.2","65.2"
51021,"Virginia","Bland County",1303204.702,1667921.155,"37.1","49.7","46.8","48.9","53.1"
51023,"Virginia","Botetourt County",1409669.854,1733520.052,"30.9","68.6","67.3","66.3","64"
51025,"Virginia","Brunswick County",1594645.856,1677031.064,"32.7","39.4","41.8","39.5","40.8"
51027,"Virginia","Buchanan County",1222296.597,1670564.647,"42.3","42.4","40.3","41.8","44.9"
51029,"Virginia","Buckingham County",1519909.161,1754957.03,"49.9","33.4","29.4","34.5","33.8"
51031,"Virginia","Campbell County",1478293.438,1705612.137,"48.1","55.9","58","56.7","57.7"
51033,"Virginia","Caroline County",1611502.058,1824508.555,"49.9","50","50.2","49.4","52.5"
51035,"Virginia","Carroll County",1344969.201,1628917.501,"41.6","45.8","47.3","48.5","49.9"
51036,"Virginia","Charles City County",1650666.498,1755747.35,"44.6","38","42.5","42.5","42.3"
51037,"Virginia","Charlotte County",1519860.206,1691095.398,"41.8","53.2","51.9","47.2","47.4"
51041,"Virginia","Chesterfield County",1605034.702,1749188.255,"40","68.3","69","68.7","69.2"
51043,"Virginia","Clarke County",1533134.273,1933160.16,"53.5","65.3","72","68.9","71.7"
51045,"Virginia","Craig County",1376536.195,1719306.873,"39.1","53.7","56.3","59","57.3"
51047,"Virginia","Culpeper County",1549846.101,1864900.94,"44.1","48.6","51.1","51.1","51.3"
51049,"Virginia","Cumberland County",1545565.804,1752895.876,"34.7","47","48.7","48","47"
51051,"Virginia","Dickenson County",1197155.374,1651004.36,"44.9","35.1","43","47.5","49"
51053,"Virginia","Dinwiddie County",1607599.901,1715108.814,"48.5","47.5","48.9","47.9","46.9"
51057,"Virginia","Essex County",1647038.652,1822048.171,"59","40.5","46","45.8","45.9"
51059,"Virginia","Fairfax County",1599741.123,1914646.415,"43.3","79.2","79.4","79.7","79.9"
51061,"Virginia","Fauquier County",1556868.479,1895059.369,"46.4","63.5","64.3","66","66.7"
51063,"Virginia","Floyd County",1373699.002,1656374.609,"42.6","52.1","51.4","48.1","52.3"
51065,"Virginia","Fluvanna County",1535867.509,1788758.043,"62.9","56.8","57.8","57.7","59.1"
51067,"Virginia","Franklin County",1414401.142,1670082.516,"65.5","51.2","55","56.5","57.2"
51069,"Virginia","Frederick County",1508841.421,1939047.688,"65.5","57.6","60.5","64","63.7"
51071,"Virginia","Giles County",1337018.762,1693779.243,"68.9","55.9","54.3","53.8","53"
51073,"Virginia","Gloucester County",1694092.154,1771191.17,"67.2","58","59.5","61.4","61.7"
51075,"Virginia","Goochland County",1569406.987,1781445.46,"54.3","52.8","55.8","58.4","59.9"
51077,"Virginia","Grayson County",1303279.472,1613812.512,"53.3","46.5","45.1","48.3","51.6"
51079,"Virginia","Greene County",1510291.406,1835864.464,"81.5","44.8","47.1","49.7","50.7"
51081,"Virginia","Greensville County",1622534.834,1672340.575,"73.5","25.6","27.7","30","31.2"
51083,"Virginia","Halifax County",1500908.066,1659731.3,"58.5","51.5","55.3","56.4","54.4"
51085,"Virginia","Hanover County",1604974.703,1792754.047,"64.8","72","71.9","72.8","73.9"
51087,"Virginia","Henrico County",1617200.64,1769762.462,"45.3","72.7","73.4","73","72.7"
51089,"Virginia","Henry County",1420848.109,1636040.467,"72.4","45.9","47.9","51.7","53.3"
51091,"Virginia","Highland County",1415121.011,1826079.888,"47.1","43.6","50.1","37","31.5"
51093,"Virginia","Isle Of Wight County",1690124.337,1710628.896,"75.9","69.1","69.1","68.2","65.9"
51095,"Virginia","James City County",1675785.756,1757564.59,"53.6","74.8","73.7","72","70"
51097,"Virginia","King And Queen County",1656798.071,1798464.495,"53.7","31.4","36.8","46.6","43.9"
51099,"Virginia","King George County",1622210.598,1854839.183,"52.1","65.4","65.2","66.7","67.5"
51101,"Virginia","King William County",1640681.282,1793703.591,"40","53.8","54.9","55.8","57.5"
51103,"Virginia","Lancaster County",1693664.731,1807551.068,"43.6","45.4","49.5","49.3","53.7"
51105,"Virginia","Lee County",1135752.782,1594803.167,"36.5","46.7","48.4","51","50"
51107,"Virginia","Loudoun County",1563959.503,1936625.552,"50.5","83.1","83.3","83.3","82.9"
51109,"Virginia","Louisa County",1559975.42,1808855.188,"59.1","43.2","44.6","46.3","50"
51111,"Virginia","Lunenburg County",1557688.929,1690682.635,"44.1","28.5","35.8","38.5","42.9"
51113,"Virginia","Madison County",1523847.656,1851669.482,"55.8","43.2","45.2","50.3","51.2"
51115,"Virginia","Mathews County",1710730.906,1777230.966,"37.3","50.2","59.2","58.8","57.7"
51117,"Virginia","Mecklenburg County",1552612.154,1659453.181,"67.1","44","46.5","49.2","52.4"
51119,"Virginia","Middlesex County",1686849.317,1794380.822,"54","46.5","57.4","63.4","59.5"
51121,"Virginia","Montgomery County",1367109.715,1682899.993,"55.9","74","74.7","76.5","78.7"
51125,"Virginia","Nelson County",1484760.238,1773042.453,"64.2","50.3","42.9","44.9","49"
51127,"Virginia","New Kent County",1652922.898,1773161.116,"43.9","56.7","59.8","59.6","63.7"
51131,"Virginia","Northampton County",1752689.964,1775435.961,"27.2","38.7","39.2","39.2","40.6"
51133,"Virginia","Northumberland County",1693700.158,1825328.974,"75.5","51.7","49.1","48.7","52.1"
51135,"Virginia","Nottoway County",1569996.505,1715378.669,"68","37.3","40","38.2","40.5"
51137,"Virginia","Orange County",1549999.877,1837565.678,"62.5","53.5","53.2","53.4","55.9"
51139,"Virginia","Page County",1502186.462,1871116.694,"68.4","34.6","38.1","40.1","42.3"
51141,"Virginia","Patrick County",1385083.588,1629473.103,"53.4","44.6","44.9","49.2","50.7"
51143,"Virginia","Pittsylvania County",1459738.423,1658545.822,"67.1","51.4","53.5","53.5","55.6"
51145,"Virginia","Powhatan County",1573084.275,1762556.11,"59.6","53.5","55","57.4","60.4"
51147,"Virginia","Prince Edward County",1534615.893,1718046.143,"76.9","46","51.4","53.6","54.9"
